Tieback,Comment,CategoryCode,Category,SubCategoryCode,SubCategory,Coded CategoryCode,Category_1,Coded SubCategoryCode,SubCategory_1,ConditionCode,Condition Description,FinalCode,Hot Alert
57698448,"Remote connect start/stop, door lock and unlock, and vehicle status updates all have stopped working after one week of ownership. Currently at week 5 of ownership and none of these features are working and Toyota Care hasn't helped",29,"Audio, Communication, Navigation System",47,Remote engine start/stop from app,29,"Audio, Communication, Navigation System",51,Vehicle status alerts,IC,Inoperative,052951IC,False
57557134,"While driving at about 30 miles/hours suddenly warning sign on display ""BRAKE"" blinked with beeping sound for 5 second.  Camry has only about 300 miles only. I was driving slowly, did not brake, no one in front, Cruise Control OFF,",36,Brakes,99,Brake problem other than listed above,45,Gauges & Lights,16,Brake warning light,NF,"Not working properly, malfunction",054516NF,False
57698448,"Remote connect start/stop, door lock and unlock, and vehicle status updates all have stopped working after one week of ownership. Currently at week 5 of ownership and none of these features are working and Toyota Care hasn't helped",29,"Audio, Communication, Navigation System",50,Door lock/unlock,29,"Audio, Communication, Navigation System",51,Vehicle status alerts,IC,Inoperative,052951IC,False
57698448,"Remote connect start/stop, door lock and unlock, and vehicle status updates all have stopped working after one week of ownership. Currently at week 5 of ownership and none of these features are working and Toyota Care hasn't helped",29,"Audio, Communication, Navigation System",51,Vehicle status alerts,29,"Audio, Communication, Navigation System",51,Vehicle status alerts,IC,Inoperative,052951IC,False
57707650,"I'm able to do this now from my key fab, but again, the Toyota iPhone App will not connect properly with my vehicle.  It won't start the engine or unlock & lock the doors, and doesn't show the correct status of the doors & windows.",41,Engine,19,Remote engine start (RES),29,"Audio, Communication, Navigation System",99,Audio/Comm/Nav problem other than listed,NF,"Not working properly, malfunction",052999NF,False
57698448,"Remote connect start/stop, door lock and unlock, and vehicle status updates all have stopped working after one week of ownership. Currently at week 5 of ownership and none of these features are working and Toyota Care hasn't helped",29,"Audio, Communication, Navigation System",50,Door lock/unlock,29,"Audio, Communication, Navigation System",50,Door lock/unlock,IC,Inoperative,052950IC,False
57707650,"I'm able to do this now from my key fab, but again, the Toyota iPhone App will not connect properly with my vehicle.  It won't start the engine or unlock & lock the doors, and doesn't show the correct status of the doors & windows.",41,Engine,19,Remote engine start (RES),29,"Audio, Communication, Navigation System",47,Remote engine start/stop from app,PG,Pairing (connect-compatible),052947PG,False
57707650,"I'm able to do this now from my key fab, but again, the Toyota iPhone App will not connect properly with my vehicle.  It won't start the engine or unlock & lock the doors, and doesn't show the correct status of the doors & windows.",41,Engine,19,Remote engine start (RES),29,"Audio, Communication, Navigation System",50,Door lock/unlock,PG,Pairing (connect-compatible),052950PG,False
57590110,"The sound quality is not as good as it should be in this luxury car.  I use XM Satillite radio and Apple Car Play.  I don’t know if it’s the speaker locations or what but I can not tune it in using fade, balance etc. to improve it.",29,"Audio, Communication, Navigation System",5,Audio sound quality,29,"Audio, Communication, Navigation System",5,Audio sound quality,SL,Sound quality ,052905SL,False
57541392,"Bluetooth connection and functions are bafflingly random. Sometimes connection results in playback of podcasts from iphone, when not desired. Audio may or may not be available as when using Google navigation there may be no audio.",29,"Audio, Communication, Navigation System",29,Bluetooth - audio streaming/playback,29,"Audio, Communication, Navigation System",29,Bluetooth - audio streaming/playback,NF,"Not working properly, malfunction",052929NF,True
57617438,"My app hasn’t worked in months. I have spent over 6 hours on the phone with customer service and in was so disappointing. I bought this car, for this feature and Still to this day it doesn’t work. I check each morning and nothing.",29,"Audio, Communication, Navigation System",47,Remote engine start/stop from app,29,"Audio, Communication, Navigation System",47,Remote engine start/stop from app,IC,Inoperative,052947IC,False
57627807,You should not have to pay extra for remote start after a period of time. I have a Ford and GM vehicles and both come at no extra charge. We may be looking at a different manufacture the next time were in the market for a vehicle.,29,"Audio, Communication, Navigation System",47,Remote engine start/stop from app,29,"Audio, Communication, Navigation System",47,Remote engine start/stop from app,WC,"Would like to have, change, add feature, make standard",052947WC,False
57682290,When starting the RX then shifting in R position the parking brake does not automatically release. When I put back in Park then try again it released. This does not happen every time. I do not engage the parking brake when I park.,43,Transmssion,99,Transmission problem other than listed,36,Brakes,7,Parking brake/Electronic brake hold,WC,"Would like to have, change, add feature, make standard",053607WC,False
57637010,"The power window controls are a little far back on the drivers side.  I have a Tacoma, had a Prius and a Camry and the controls always seem to fall naturally under my hand.  Here they see to be a little further back from the dash.",14,Interior Operation & Controls,99,Interior Operations problem other than listed,14,Interior Operation & Controls,21,Window controls,LE,Location,051421LE,False
57495863,"On the passenger side front of 4Runner, the sheet metal underneath light is not flush with the next connecting flush metal. The metal sheet extends out about .25 inches. It is noticeable.  The driver side is flush with no issues.",19,Exterior Body,30,"Gaps, poor fit",19,Exterior Body,30,"Gaps, poor fit",GA,"Gap, poor fit",051930GA,True
57684449,"I've driven 4 Ram trucks in a row, they have power when you accelerate.  This truck is a pig.  When you step on the gas it thinks about moving then shifts gears slowly.   And it seems to have poor gas mileage for so little power.",41,Engine,7,Lacks power,41,Engine,7,Lacks power,ED,"Engine-lacks, no power, slugglish, engine power",054107ED,False
57684449,"I've driven 4 Ram trucks in a row, they have power when you accelerate.  This truck is a pig.  When you step on the gas it thinks about moving then shifts gears slowly.   And it seems to have poor gas mileage for so little power.",41,Engine,7,Lacks power,41,Engine,15,Poor fuel consumption,CJ,Consumption,054115CJ,False
57684449,"I've driven 4 Ram trucks in a row, they have power when you accelerate.  This truck is a pig.  When you step on the gas it thinks about moving then shifts gears slowly.   And it seems to have poor gas mileage for so little power.",41,Engine,7,Lacks power,43,Transmssion,5,Delayed/slow shift,SQ,"Shifting Delayed, slow start (engagement)",054305SQ,False
57680663,When using certain apps the voice control causes the screen in the middle of the speedometer and tachometer to become stuck on the Microphone Mute screen and you are unable to change it to anything else until you restart the car.,29,"Audio, Communication, Navigation System",58,Apple CarPlay™/Android Auto™,29,"Audio, Communication, Navigation System",58,Apple CarPlay™/Android Auto™,NF,"Not working properly, malfunction",052958NF,False
57703546,This is a continuation of the parking assist because you have a limit on text...which is sort of insulting.    ...when I maneuver around a vehicle. Almost causing someone to rear end me..yes I have sensitivity set at it's lowest,14,Interior Operation & Controls,34,Pre-collision system,14,Interior Operation & Controls,34,Pre-collision system,PA,Performance,051434PA,True
